MODEL_ADMIRAL 1264341792
MODEL_AIRTUG 1560980623 1
MODEL_AMBULANCE 1171614426
MODEL_BANSHEE -1041692462 1
MODEL_BENSON 2053223216
MODEL_BIFF 850991848
MODEL_BLISTA -344943009 1
MODEL_BOBCAT 1075851868
MODEL_BOXVILLE -1987130134
MODEL_BUCCANEER -682211828
MODEL_BURRITO -1346687836
MODEL_BURRITO2 -907477130
MODEL_BUS -713569950
MODEL_CABBY 1884962369
MODEL_CAVALCADE 2006918058 23
MODEL_CHAVOS -67282078 12
MODEL_COGNOSCENTI -2030171296
MODEL_COMET 1063483177 45
MODEL_COQUETTE 108773431 1
MODEL_DF8 162883121
MODEL_DILETTANTE -1130810103
MODEL_DUKES 723973206 47
MODEL_E109 -1971955454
MODEL_EMPEROR -685276541
MODEL_EMPEROR2 -1883002148
MODEL_ESPERANTO -276900515
MODEL_FACTION -2119578145
MODEL_FBI 1127131465 5
MODEL_FELTZER -1097828879
MODEL_FEROCI 974744810
MODEL_FEROCI2 1026055242
MODEL_FIRETRUK 1938952078
MODEL_FLATBED 1353720154
MODEL_FORTUNE 627033353
MODEL_FORKLIFT 1491375716
MODEL_FUTO 2016857647
MODEL_FXT 675415136
MODEL_HABANERO 884422927
MODEL_HAKUMAI -341892653
MODEL_HUNTLEY 486987393 127
MODEL_INFERNUS 418536135 23
MODEL_INGOT -1289722222
MODEL_INTRUDER 886934177 12
MODEL_LANDSTALKER 1269098716
MODEL_LOKUS -37030056
MODEL_MANANA -2124201592
MODEL_MARBELLA 1304597482
MODEL_MERIT -1260881538
MODEL_MINIVAN -310465116
MODEL_MOONBEAM 525509695
MODEL_MRTASTY 583100975
MODEL_MULE 904750859
MODEL_NOOSE 148777611
MODEL_NSTOCKADE 1911513875
MODEL_ORACLE 1348744438
MODEL_PACKER 569305213
MODEL_PATRIOT -808457413 1
MODEL_PERENNIAL -2077743597
MODEL_PERENNIAL2 -1590284256
MODEL_PEYOTE 1830407356 3
MODEL_PHANTOM -2137348917
MODEL_PINNACLE 131140572
MODEL_PMP600 1376298265 12
MODEL_POLICE 2046537925 13
MODEL_POLICE2 -1627000575 13
MODEL_POLPATRIOT -350085182
MODEL_PONY -119658072
MODEL_PREMIER -1883869285
MODEL_PRES -1962071130 23
MODEL_PRIMO -1150599089
MODEL_PSTOCKADE -1900572838
MODEL_RANCHER 1390084576
MODEL_REBLA 83136452 147
MODEL_RIPLEY -845979911
MODEL_ROMERO 627094268
MODEL_ROM -1932515764
MODEL_RUINER -227741703
MODEL_SABRE -449022887
MODEL_SABRE2 1264386590
MODEL_SABREGT -1685021548 345
MODEL_SCHAFTER -322343873 1
MODEL_SENTINEL 1349725314 12
MODEL_SOLAIR 1344573448
MODEL_SPEEDO -810318068
MODEL_STALION 1923400478
MODEL_STEED 1677715180
MODEL_STOCKADE 1747439474
MODEL_STRATUM 1723137093
MODEL_STRETCH -1961627517
MODEL_SULTAN 970598228 3
MODEL_SULTANRS -295689028 247
MODEL_SUPERGT 1821991593 238
MODEL_TAXI -956048545 35
MODEL_TAXI2 1208856469
MODEL_TRASH 1917016601
MODEL_TURISMO -1896659641 34
MODEL_URANUS 1534326199
MODEL_VIGERO -825837129
MODEL_VIGERO2 -1758379524 14
MODEL_VINCENT -583281407 2
MODEL_VIRGO -498054846
MODEL_VOODOO 2006667053
MODEL_WASHINGTON 1777363799
MODEL_WILLARD 1937616578 156
MODEL_YANKEE -1099960214
MODEL_BOBBER -1830458836
MODEL_FAGGIO -1842748181
MODEL_HELLFURY 584879743
MODEL_NRG900 1203311498
MODEL_PCJ -909201658
MODEL_SANCHEZ 788045382
MODEL_ZOMBIEB 3724934023
MODEL_ANNIHILATOR 837858166
MODEL_MAVERICK -1660661558
MODEL_POLMAV 353883353
MODEL_TOURMAV 2027357303
MODEL_DINGHY 1033245328
MODEL_JETMAX 861409633
MODEL_MARQUIS -1043459709
MODEL_PREDATOR -488123221
MODEL_REEFER 1759673526
MODEL_SQUALO 400514754
MODEL_TUGA 1064455782
